"","sample","lakenames","limnion","filter","quadrant","trophicstate","Phylum","abundPerPhylum","PercentPhyla","MeanAbund_PhylumQuad","SEAbund_PhylumQuad","MeanAbunTrophicstate","MeanAbund_PhylumLake","SEAbund_PhylumTrophicstate","SEAbund_PhylumLake"
"1392","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","Fusobacteria",0,0,0,0,6,0,3.03733086572385,0
"1393","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","Gemmatimonadetes",0,0,0,0,5.63636363636364,2.71428571428571,2.16279586424915,1.67209998724566
"1394","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","Lentisphaerae",0,0,2.15789473684211,1.226565494242,1.33333333333333,0,0.690392217613593,0
"1395","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","NPL-UPA2",11,0.0013,11.8947368421053,2.21490793815798,9.06060606060606,4,1.74509018713901,2.14919697074224
"1396","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","Planctomycetes",525,0.0618,355.684210526316,38.2972410280442,1003.72727272727,894.714285714286,115.947106807954,200.684983456745
"1397","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","Proteobacteria",1973,0.2321,1989.57894736842,115.644856525805,1604.69696969697,1452.57142857143,93.3231442441101,121.70218473268
"1398","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","Spirochaetae",27,0.0032,15.5789473684211,3.82230739953909,3.96969696969697,5.57142857142857,1.18104092544879,3.82882017670956
"1399","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","Tenericutes",0,0,0,0,0,0,0,0
"1400","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","Thermotogae",0,0,0,0,0,0,0,0
"1401","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","TM6",6,7e-04,9.73684210526316,2.86728074335041,3.24242424242424,0.857142857142857,0.766275801669385,0.857142857142857
"1402","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","unclassified",141,0.0166,173.052631578947,16.0128737835608,216,152.571428571429,17.7117599180302,33.2901080280165
"1403","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","Verrucomicrobia",876,0.1031,1246.31578947368,75.4881599728799,1225.21212121212,952.285714285714,92.9787137334661,231.752404239413
"1404","LEEE2","Lee","Top","Free","Free Top","Oligotrophic","WCHB1-60",0,0,0.368421052631579,0.368421052631579,1.39393939393939,0,0.743582893041932,0
"1405","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Acidobacteria",14,0.0016,50.3157894736842,21.827078604765,22.8787878787879,4,6.46124190258988,2.58198889747161
"1406","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Actinobacteria",17,0.002,99.8947368421053,12.7141066234712,887.575757575758,720.428571428571,148.821443438401,323.87695026285
"1407","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Armatimonadetes",29,0.0034,43.5789473684211,13.1104876971736,130.878787878788,107.714285714286,22.7956484074861,34.5768394034107
"1408","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Bacteroidetes",1337,0.1573,1931.94736842105,187.826526187527,1786.90909090909,1688,113.68376662816,274.635429337912
"1409","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","BD1-5",0,0,0,0,0.151515151515152,0,0.151515151515152,0
"1410","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Candidate_division_BRC1",0,0,0,0,0.636363636363636,0,0.636363636363636,0
"1411","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Candidate_division_OD1",0,0,0.315789473684211,0.315789473684211,12.3636363636364,6.57142857142857,4.05894499042075,4.58702695942923
"1412","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Candidate_division_OP11",0,0,0,0,0.0909090909090909,0,0.0909090909090909,0
"1413","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Candidate_division_OP3",0,0,0.421052631578947,0.299275826477754,5.54545454545455,1.85714285714286,1.38176086404249,1.20373568188234
"1414","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Candidate_division_OP8",0,0,0,0,0,0,0,0
"1415","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Candidate_division_SR1",0,0,0.947368421052632,0.537884551465119,0,0,0,0
"1416","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Candidate_division_TM7",0,0,0,0,0,0,0,0
"1417","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Candidate_division_WS3",0,0,0,0,0,0,0,0
"1418","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Chlamydiae",0,0,1.68421052631579,0.741630224135026,7.72727272727273,1,2.94690153383817,0.723746864455746
"1419","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Chlorobi",0,0,25.3684210526316,16.145575050804,27.5151515151515,1.28571428571429,9.5483341014999,1.28571428571429
"1420","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Chloroflexi",3,4e-04,96,38.9873273757824,29.6060606060606,63.2857142857143,9.52488162993531,38.5484940634238
"1421","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Cyanobacteria",3159,0.3716,2768.73684210526,206.809314693247,1501.06060606061,2438.42857142857,198.941664490032,604.677555047507
"1422","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Deferribacteres",0,0,0,0,0,0,0,0
"1423","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Deinococcus-Thermus",0,0,1.10526315789474,0.657368210357726,0.696969696969697,0,0.561526680612316,0
"1424","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Dictyoglomi",0,0,0,0,0,0,0,0
"1425","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Elusimicrobia",0,0,0,0,0,0,0,0
"1426","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Fibrobacteres",0,0,0,0,0,0,0,0
"1427","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Firmicutes",3,4e-04,5.15789473684211,2.73515467547991,6.09090909090909,2.14285714285714,2.00017216889801,0.769309258162072
"1428","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Fusobacteria",0,0,2.15789473684211,1.34699830442839,6,0,3.03733086572385,0
"1429","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Gemmatimonadetes",3,4e-04,5.21052631578947,3.18951035433342,5.63636363636364,2.71428571428571,2.16279586424915,1.67209998724566
"1430","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Lentisphaerae",0,0,5.10526315789474,2.4778489266237,1.33333333333333,0,0.690392217613593,0
"1431","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","NPL-UPA2",0,0,0.315789473684211,0.315789473684211,9.06060606060606,4,1.74509018713901,2.14919697074224
"1432","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Planctomycetes",1293,0.1521,1054.52631578947,108.01489956843,1003.72727272727,894.714285714286,115.947106807954,200.684983456745
"1433","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Proteobacteria",1726,0.2031,1253.31578947368,58.4893178946978,1604.69696969697,1452.57142857143,93.3231442441101,121.70218473268
"1434","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Spirochaetae",0,0,0.315789473684211,0.315789473684211,3.96969696969697,5.57142857142857,1.18104092544879,3.82882017670956
"1435","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Tenericutes",0,0,0,0,0,0,0,0
"1436","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Thermotogae",0,0,0,0,0,0,0,0
"1437","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","TM6",0,0,9.36842105263158,3.75040779561712,3.24242424242424,0.857142857142857,0.766275801669385,0.857142857142857
"1438","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","unclassified",266,0.0313,195.894736842105,21.9735213776927,216,152.571428571429,17.7117599180302,33.2901080280165
"1439","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","Verrucomicrobia",650,0.0765,948.315789473684,137.106460804503,1225.21212121212,952.285714285714,92.9787137334661,231.752404239413
"1440","LEEE23um","Lee","Top","Particle","Particle Top","Oligotrophic","WCHB1-60",0,0,0,0,1.39393939393939,0,0.743582893041932,0
"1441","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Acidobacteria",0,0,29.5,7.62837500803139,22.8787878787879,4,6.46124190258988,2.58198889747161
"1442","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Actinobacteria",1614,0.1899,1115.75,115.321903588904,887.575757575758,720.428571428571,148.821443438401,323.87695026285
"1443","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Armatimonadetes",215,0.0253,72,21.6732918345914,130.878787878788,107.714285714286,22.7956484074861,34.5768394034107
"1444","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Bacteroidetes",2829,0.3328,2025.05,156.431630853798,1786.90909090909,1688,113.68376662816,274.635429337912
"1445","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","BD1-5",0,0,8.7,2.28277301359091,0.151515151515152,0,0.151515151515152,0
"1446","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_BRC1",0,0,4.15,1.2717062719454,0.636363636363636,0,0.636363636363636,0
"1447","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_OD1",31,0.0036,66.65,11.4419070456854,12.3636363636364,6.57142857142857,4.05894499042075,4.58702695942923
"1448","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_OP11",0,0,0,0,0.0909090909090909,0,0.0909090909090909,0
"1449","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_OP3",6,7e-04,35.3,6.80058047058059,5.54545454545455,1.85714285714286,1.38176086404249,1.20373568188234
"1450","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_OP8",0,0,0,0,0,0,0,0
"1451","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_SR1",0,0,14.75,4.12111060656942,0,0,0,0
"1452","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_TM7",0,0,1.1,0.512475930115131,0,0,0,0
"1453","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_WS3",0,0,0.95,0.577995629194911,0,0,0,0
"1454","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Chlamydiae",0,0,6.5,3.70809924354783,7.72727272727273,1,2.94690153383817,0.723746864455746
"1455","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Chlorobi",0,0,124.3,44.975847319481,27.5151515151515,1.28571428571429,9.5483341014999,1.28571428571429
"1456","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Chloroflexi",153,0.018,136.55,24.9066124172932,29.6060606060606,63.2857142857143,9.52488162993531,38.5484940634238
"1457","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Cyanobacteria",447,0.0526,279.85,60.7166965244496,1501.06060606061,2438.42857142857,198.941664490032,604.677555047507
"1458","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Deferribacteres",0,0,1.45,0.65484027783398,0,0,0,0
"1459","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Deinococcus-Thermus",0,0,37.65,15.0955334976591,0.696969696969697,0,0.561526680612316,0
"1460","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Dictyoglomi",0,0,0,0,0,0,0,0
"1461","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Elusimicrobia",0,0,1.7,1.12413709596575,0,0,0,0
"1462","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Fibrobacteres",0,0,18.25,5.10359780217013,0,0,0,0
"1463","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Firmicutes",0,0,116.95,29.641673633408,6.09090909090909,2.14285714285714,2.00017216889801,0.769309258162072
"1464","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Fusobacteria",0,0,0.65,0.448828885457535,6,0,3.03733086572385,0
"1465","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Gemmatimonadetes",12,0.0014,1.85,0.795629509124362,5.63636363636364,2.71428571428571,2.16279586424915,1.67209998724566
"1466","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Lentisphaerae",0,0,418.55,114.422059775018,1.33333333333333,0,0.690392217613593,0
"1467","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","NPL-UPA2",4,5e-04,56.85,12.1766115328137,9.06060606060606,4,1.74509018713901,2.14919697074224
"1468","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Planctomycetes",254,0.0299,343.85,69.7958404355536,1003.72727272727,894.714285714286,115.947106807954,200.684983456745
"1469","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Proteobacteria",1107,0.1302,2054.6,139.933149452835,1604.69696969697,1452.57142857143,93.3231442441101,121.70218473268
"1470","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Spirochaetae",10,0.0012,55.25,10.51662218135,3.96969696969697,5.57142857142857,1.18104092544879,3.82882017670956
"1471","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Tenericutes",0,0,7,2.01311489462161,0,0,0,0
"1472","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Thermotogae",0,0,0,0,0,0,0,0
"1473","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","TM6",0,0,13.15,4.5045444889169,3.24242424242424,0.857142857142857,0.766275801669385,0.857142857142857
"1474","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","unclassified",113,0.0133,368.65,56.0486290268502,216,152.571428571429,17.7117599180302,33.2901080280165
"1475","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","Verrucomicrobia",1705,0.2006,1082.25,148.352139306591,1225.21212121212,952.285714285714,92.9787137334661,231.752404239413
"1476","LEEH1","Lee","Bottom","Free","Free Bottom","Oligotrophic","WCHB1-60",0,0,0.25,0.25,1.39393939393939,0,0.743582893041932,0
"1477","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Acidobacteria",0,0,33.6666666666667,7.65143414298551,22.8787878787879,4,6.46124190258988,2.58198889747161
"1478","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria",30,0.0035,107.904761904762,16.0355118946467,887.575757575758,720.428571428571,148.821443438401,323.87695026285
"1479","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Armatimonadetes",101,0.0119,127.047619047619,31.3184470355181,130.878787878788,107.714285714286,22.7956484074861,34.5768394034107
"1480","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes",981,0.1154,1894.80952380952,165.368313586134,1786.90909090909,1688,113.68376662816,274.635429337912
"1481","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","BD1-5",0,0,5.66666666666667,1.40633487398193,0.151515151515152,0,0.151515151515152,0
"1482","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_BRC1",0,0,10.2380952380952,2.3753744185113,0.636363636363636,0,0.636363636363636,0
"1483","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OD1",0,0,21.0952380952381,5.0826056131274,12.3636363636364,6.57142857142857,4.05894499042075,4.58702695942923
"1484","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OP11",0,0,0.142857142857143,0.142857142857143,0.0909090909090909,0,0.0909090909090909,0
"1485","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OP3",0,0,12.5714285714286,3.28385040301591,5.54545454545455,1.85714285714286,1.38176086404249,1.20373568188234
"1486","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OP8",0,0,0.80952380952381,0.375557031488197,0,0,0,0
"1487","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_SR1",0,0,7.57142857142857,2.04423862712401,0,0,0,0
"1488","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_TM7",0,0,0,0,0,0,0,0
"1489","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_WS3",0,0,8.38095238095238,2.37093129228659,0,0,0,0
"1490","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Chlamydiae",0,0,0.714285714285714,0.493495101258347,7.72727272727273,1,2.94690153383817,0.723746864455746
"1491","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Chlorobi",0,0,89.4761904761905,23.8208211293057,27.5151515151515,1.28571428571429,9.5483341014999,1.28571428571429
"1492","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi",1,1e-04,434.904761904762,96.5138999306245,29.6060606060606,63.2857142857143,9.52488162993531,38.5484940634238
"1493","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria",4140,0.4871,1207.85714285714,226.05492680314,1501.06060606061,2438.42857142857,198.941664490032,604.677555047507
"1494","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Deferribacteres",0,0,0.285714285714286,0.285714285714286,0,0,0,0
"1495","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Deinococcus-Thermus",0,0,33.0952380952381,11.5465733448963,0.696969696969697,0,0.561526680612316,0
"1496","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Dictyoglomi",0,0,0.19047619047619,0.19047619047619,0,0,0,0
"1497","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Elusimicrobia",0,0,1.47619047619048,0.653266691034001,0,0,0,0
"1498","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Fibrobacteres",0,0,3,1.42928553580352,0,0,0,0
"1499","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes",4,5e-04,131,32.0107868724041,6.09090909090909,2.14285714285714,2.00017216889801,0.769309258162072
"1500","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Fusobacteria",0,0,6.85714285714286,4.66715255002127,6,0,3.03733086572385,0
"1501","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Gemmatimonadetes",0,0,2.71428571428571,1.92371522635468,5.63636363636364,2.71428571428571,2.16279586424915,1.67209998724566
"1502","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae",0,0,238.238095238095,58.7629177191383,1.33333333333333,0,0.690392217613593,0
"1503","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","NPL-UPA2",0,0,29.2380952380952,6.78475348252198,9.06060606060606,4,1.74509018713901,2.14919697074224
"1504","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes",1378,0.1621,893.952380952381,171.055413970228,1003.72727272727,894.714285714286,115.947106807954,200.684983456745
"1505","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria",1419,0.1669,1791.61904761905,122.483496967871,1604.69696969697,1452.57142857143,93.3231442441101,121.70218473268
"1506","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Spirochaetae",0,0,48.5714285714286,11.9078948258571,3.96969696969697,5.57142857142857,1.18104092544879,3.82882017670956
"1507","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Tenericutes",0,0,1.38095238095238,0.718716416941939,0,0,0,0
"1508","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Thermotogae",0,0,0.666666666666667,0.421637021355784,0,0,0,0
"1509","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","TM6",0,0,3.95238095238095,1.03848834845973,3.24242424242424,0.857142857142857,0.766275801669385,0.857142857142857
"1510","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","unclassified",78,0.0092,395.142857142857,47.0402707776,216,152.571428571429,17.7117599180302,33.2901080280165
"1511","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia",368,0.0433,953.809523809524,103.811496267849,1225.21212121212,952.285714285714,92.9787137334661,231.752404239413
"1512","LEEH13um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","WCHB1-60",0,0,1.95238095238095,1.1369889023963,1.39393939393939,0,0.743582893041932,0
"1513","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Acidobacteria",0,0,29.5,7.62837500803139,22.8787878787879,4,6.46124190258988,2.58198889747161
"1514","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Actinobacteria",1775,0.2088,1115.75,115.321903588904,887.575757575758,720.428571428571,148.821443438401,323.87695026285
"1515","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Armatimonadetes",217,0.0255,72,21.6732918345914,130.878787878788,107.714285714286,22.7956484074861,34.5768394034107
"1516","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Bacteroidetes",2451,0.2884,2025.05,156.431630853798,1786.90909090909,1688,113.68376662816,274.635429337912
"1517","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","BD1-5",0,0,8.7,2.28277301359091,0.151515151515152,0,0.151515151515152,0
"1518","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_BRC1",0,0,4.15,1.2717062719454,0.636363636363636,0,0.636363636363636,0
"1519","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_OD1",15,0.0018,66.65,11.4419070456854,12.3636363636364,6.57142857142857,4.05894499042075,4.58702695942923
"1520","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_OP11",0,0,0,0,0.0909090909090909,0,0.0909090909090909,0
"1521","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_OP3",7,8e-04,35.3,6.80058047058059,5.54545454545455,1.85714285714286,1.38176086404249,1.20373568188234
"1522","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_OP8",0,0,0,0,0,0,0,0
"1523","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_SR1",0,0,14.75,4.12111060656942,0,0,0,0
"1524","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_TM7",0,0,1.1,0.512475930115131,0,0,0,0
"1525","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Candidate_division_WS3",0,0,0.95,0.577995629194911,0,0,0,0
"1526","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Chlamydiae",0,0,6.5,3.70809924354783,7.72727272727273,1,2.94690153383817,0.723746864455746
"1527","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Chlorobi",0,0,124.3,44.975847319481,27.5151515151515,1.28571428571429,9.5483341014999,1.28571428571429
"1528","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Chloroflexi",258,0.0304,136.55,24.9066124172932,29.6060606060606,63.2857142857143,9.52488162993531,38.5484940634238
"1529","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Cyanobacteria",441,0.0519,279.85,60.7166965244496,1501.06060606061,2438.42857142857,198.941664490032,604.677555047507
"1530","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Deferribacteres",0,0,1.45,0.65484027783398,0,0,0,0
"1531","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Deinococcus-Thermus",0,0,37.65,15.0955334976591,0.696969696969697,0,0.561526680612316,0
"1532","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Dictyoglomi",0,0,0,0,0,0,0,0
"1533","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Elusimicrobia",0,0,1.7,1.12413709596575,0,0,0,0
"1534","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Fibrobacteres",0,0,18.25,5.10359780217013,0,0,0,0
"1535","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Firmicutes",0,0,116.95,29.641673633408,6.09090909090909,2.14285714285714,2.00017216889801,0.769309258162072
"1536","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Fusobacteria",0,0,0.65,0.448828885457535,6,0,3.03733086572385,0
"1537","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Gemmatimonadetes",4,5e-04,1.85,0.795629509124362,5.63636363636364,2.71428571428571,2.16279586424915,1.67209998724566
"1538","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Lentisphaerae",0,0,418.55,114.422059775018,1.33333333333333,0,0.690392217613593,0
"1539","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","NPL-UPA2",13,0.0015,56.85,12.1766115328137,9.06060606060606,4,1.74509018713901,2.14919697074224
"1540","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Planctomycetes",245,0.0288,343.85,69.7958404355536,1003.72727272727,894.714285714286,115.947106807954,200.684983456745
"1541","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Proteobacteria",1081,0.1272,2054.6,139.933149452835,1604.69696969697,1452.57142857143,93.3231442441101,121.70218473268
"1542","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Spirochaetae",2,2e-04,55.25,10.51662218135,3.96969696969697,5.57142857142857,1.18104092544879,3.82882017670956
"1543","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Tenericutes",0,0,7,2.01311489462161,0,0,0,0
"1544","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Thermotogae",0,0,0,0,0,0,0,0
"1545","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","TM6",0,0,13.15,4.5045444889169,3.24242424242424,0.857142857142857,0.766275801669385,0.857142857142857
"1546","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","unclassified",61,0.0072,368.65,56.0486290268502,216,152.571428571429,17.7117599180302,33.2901080280165
"1547","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","Verrucomicrobia",1930,0.2271,1082.25,148.352139306591,1225.21212121212,952.285714285714,92.9787137334661,231.752404239413
"1548","LEEH2","Lee","Bottom","Free","Free Bottom","Oligotrophic","WCHB1-60",0,0,0.25,0.25,1.39393939393939,0,0.743582893041932,0
"1549","LEEH23um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Acidobacteria",0,0,33.6666666666667,7.65143414298551,22.8787878787879,4,6.46124190258988,2.58198889747161
"1550","LEEH23um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria",43,0.0051,107.904761904762,16.0355118946467,887.575757575758,720.428571428571,148.821443438401,323.87695026285
"1551","LEEH23um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Armatimonadetes",163,0.0192,127.047619047619,31.3184470355181,130.878787878788,107.714285714286,22.7956484074861,34.5768394034107
"1552","LEEH23um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes",1321,0.1554,1894.80952380952,165.368313586134,1786.90909090909,1688,113.68376662816,274.635429337912
"1553","LEEH23um","Lee","Bottom","Particle","Particle Bottom","Oligotrophic","BD1-5",0,0,5.66666666666667,1.40633487398193,0.151515151515152,0,0.151515151515152,0
