"","sample","lakenames","limnion","filter","quadrant","trophicstate","Phylum","Class","AbundPerClass","PercentClass","MeanClassQuad","SEClassQuad","MeanClassTrophicState","SEClassTrophicState","MeanClassLake","SEClassLake"
"3118","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Deinococcus-Thermus","Deinococci",0,0,1.10526315789474,0.657368210357726,0.696969696969697,0.561526680612316,0.714285714285714,0.714285714285714
"3119","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Dictyoglomi","Dictyoglomia",0,0,0,0,0,0,0,0
"3120","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Elusimicrobia","Elusimicrobia",0,0,0,0,0,0,0,0
"3121","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Fibrobacteres","Fibrobacteria",0,0,0,0,0,0,0,0
"3122","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Firmicutes","Bacilli",0,0,0.421052631578947,0.421052631578947,0.515151515151515,0.359189987609991,1.14285714285714,1.14285714285714
"3123","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Firmicutes","Clostridia",13,0.0015,4.73684210526316,2.34812617250581,4.78787878787879,1.84881082570333,14.1428571428571,7.66385633200095
"3124","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Firmicutes","Negativicutes",0,0,0,0,0,0,0,0
"3125","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Firmicutes","unclassified",0,0,27.0755148741419,4.43887029785489,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3126","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Fusobacteria","Fusobacteriia",0,0,2.15789473684211,1.34699830442839,6,3.03733086572385,0.857142857142857,0.857142857142857
"3127","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Gemmatimonadetes","Gemmatimonadetes",0,0,5.21052631578947,3.18951035433342,5.63636363636364,2.16279586424915,0,0
"3128","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Lentisphaerae","BS5",0,0,0,0,0,0,0,0
"3129","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Lentisphaerae","Lentisphaeria",0,0,0.263157894736842,0.263157894736842,0.424242424242424,0.322837511403978,0,0
"3130","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Lentisphaerae","MSBL3",0,0,0,0,0,0,0,0
"3131","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Lentisphaerae","Oligosphaeria",0,0,0.210526315789474,0.210526315789474,0,0,0,0
"3132","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Lentisphaerae","PBS-III-20",0,0,0,0,0,0,0,0
"3133","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Lentisphaerae","RFP12_gut_group",0,0,0.789473684210526,0.449684407648291,0.272727272727273,0.200721837871087,0.857142857142857,0.857142857142857
"3134","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Lentisphaerae","unclassified",0,0,27.0755148741419,4.43887029785489,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3135","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Lentisphaerae","WCHB1-41",0,0,2.73684210526316,1.46667086375627,0.242424242424242,0.137828828777729,0,0
"3136","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","NPL-UPA2","unclassified",0,0,27.0755148741419,4.43887029785489,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3137","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Planctomycetes","OM190",0,0,26.6315789473684,9.03929385998856,20.2727272727273,6.52838683831954,0,0
"3138","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Planctomycetes","Phycisphaerae",21,0.0025,99,17.4598955671669,161.939393939394,36.4417587275256,57.5714285714286,24.1284826184613
"3139","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Planctomycetes","Planctomycetacia",599,0.0705,919.684210526316,92.4555544440305,789.757575757576,104.209097694206,641,257.74923213594
"3140","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Planctomycetes","unclassified",5,6e-04,27.0755148741419,4.43887029785489,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3141","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Planctomycetes","vadinHA49",0,0,5.15789473684211,3.39699140872675,23.6060606060606,5.98450325049525,0,0
"3142","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Proteobacteria","Alphaproteobacteria",569,0.0669,678.052631578947,64.2783818435272,415.151515151515,56.84555300316,356.571428571429,57.8906428588614
"3143","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Proteobacteria","Betaproteobacteria",241,0.0284,255.526315789474,14.1639044615812,725.69696969697,101.486615448754,846.285714285714,298.277572412144
"3144","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Proteobacteria","Deltaproteobacteria",185,0.0218,161.263157894737,23.7673718683378,204.30303030303,17.4982404336449,284.714285714286,47.3154129150294
"3145","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Proteobacteria","Epsilonproteobacteria",0,0,0,0,2.78787878787879,1.92902352817899,0,0
"3146","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Proteobacteria","Gammaproteobacteria",11,0.0013,43.2631578947368,10.5236692579471,152.393939393939,33.6940596833191,302.714285714286,123.701005555776
"3147","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Proteobacteria","SPOTSOCT00m83",0,0,0.473684210526316,0.473684210526316,0,0,0,0
"3148","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Proteobacteria","TA18",0,0,14.5263157894737,3.78158698473469,11.030303030303,2.72282887114198,0,0
"3149","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Proteobacteria","unclassified",125,0.0147,27.0755148741419,4.43887029785489,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3150","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Spirochaetae","Spirochaetes",0,0,0.315789473684211,0.315789473684211,3.96969696969697,1.18104092544879,4.28571428571429,2.77500995892066
"3151","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Tenericutes","Mollicutes",0,0,0,0,0,0,0,0
"3152","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Thermotogae","Thermotogae",0,0,0,0,0,0,0,0
"3153","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","TM6","unclassified",0,0,27.0755148741419,4.43887029785489,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3154","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","unclassified","unclassified",229,0.0269,27.0755148741419,4.43887029785489,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3155","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Verrucomicrobia","OPB35_soil_group",19,0.0022,116.210526315789,30.7950762134218,232.212121212121,30.8129669912291,69.2857142857143,24.9205540388941
"3156","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Verrucomicrobia","Opitutae",12,0.0014,36.4210526315789,18.6182510892579,241.545454545455,60.8470837133443,160,92.5922962958222
"3157","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Verrucomicrobia","S-BQ2-57_soil_group",0,0,0,0,0,0,0,0
"3158","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Verrucomicrobia","Spartobacteria",145,0.0171,208.684210526316,35.6403454797462,324.818181818182,47.5780748808355,176,29.2566638725672
"3159","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Verrucomicrobia","unclassified",0,0,27.0755148741419,4.43887029785489,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3160","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Verrucomicrobia","Verrucomicrobia_Incertae_Sedis",26,0.0031,14.4210526315789,6.21510882577452,67.6969696969697,24.3592309072938,187.142857142857,82.9329702290977
"3161","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","Verrucomicrobia","Verrucomicrobiae",353,0.0415,567.421052631579,129.423967062638,343.151515151515,47.9403259352764,553.285714285714,167.992022810285
"3162","GULE23um","Gull","Top","Particle","Particle Top","Oligotrophic","WCHB1-60","unclassified",0,0,27.0755148741419,4.43887029785489,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3163","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Acidobacteria","Acidobacteria",0,0,23.9047619047619,6.30340224153545,22.8181818181818,6.46178371352141,0,0
"3164","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Acidobacteria","Holophagae",0,0,9.76190476190476,2.94222523651804,0.0606060606060606,0.0606060606060606,0,0
"3165","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria","Acidimicrobiia",34,0.004,10.7619047619048,3.73267729901663,38.4242424242424,12.8265697177942,17.1428571428571,11.0290278711368
"3166","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria","Actinobacteria",131,0.0154,92.1904761904762,14.9369498779145,848.242424242424,144.857878562523,1004.85714285714,412.110331307125
"3167","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria","OPB41",0,0,2.80952380952381,0.994314905610529,0,0,0,0
"3168","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria","Thermoleophilia",0,0,2.0952380952381,0.830676035369362,0.878787878787879,0.378787878787879,0,0
"3169","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3170","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Armatimonadetes","Armatimonadia",151,0.0178,105.571428571429,32.8586128035581,120.606060606061,22.5564502043618,69.2857142857143,42.4520537871644
"3171","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Armatimonadetes","Chthonomonadetes",0,0,1.42857142857143,0.741849132947139,0,0,0,0
"3172","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Armatimonadetes","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3173","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","Bacteroidia",14,0.0016,139.761904761905,33.8209504500155,5.39393939393939,1.44530286352358,4.71428571428571,2.69668478757481
"3174","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","BD2-2",0,0,12.1904761904762,3.39089751261271,0.303030303030303,0.215343490962908,0,0
"3175","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","BSV13",0,0,141.190476190476,29.159382958363,0.545454545454545,0.372061489630566,0,0
"3176","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","Cytophagia",237,0.0279,38.5238095238095,12.5984917932605,196.636363636364,29.1817975313813,248.714285714286,45.1535550916533
"3177","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","Flavobacteriia",444,0.0522,295.761904761905,62.0179276984411,329.727272727273,36.8552726565621,333.142857142857,61.6358076860817
"3178","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","SB-1",17,0.002,34.7619047619048,7.92972249616676,2.18181818181818,1.00232168505454,7,3.73528860362636
"3179","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","SB-5",0,0,18.0952380952381,4.60429652447155,1.09090909090909,1.09090909090909,0,0
"3180","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","SM1A07",0,0,0,0,0.303030303030303,0.228154853732964,0,0
"3181","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","Sphingobacteriia",1769,0.2081,1026.61904761905,98.0667041255588,997.30303030303,70.6988181511588,1440.14285714286,162.285232225978
"3182","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","unclassified",312,0.0367,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3183","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","vadinHA17",0,0,47.9047619047619,11.026786597905,0.303030303030303,0.228154853732964,0,0
"3184","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","VC2.1_Bac22",10,0.0012,2.38095238095238,0.929608700260979,7.15151515151515,1.94143476901769,20.1428571428571,6.72390395185278
"3185","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","WCHB1-32",5,6e-04,14,4.10110321975046,0.424242424242424,0.307821964453182,2,1.36277028773849
"3186","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","BD1-5","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3187","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_BRC1","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3188","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OD1","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3189","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OP11","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3190","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OP3","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3191","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OP8","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3192","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_SR1","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3193","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_TM7","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3194","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_WS3","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3195","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_WS3","Unknown_Class",0,0,1.52380952380952,0.583988941590701,0,0,0,0
"3196","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Chlamydiae","Chlamydiae",0,0,0.714285714285714,0.493495101258347,7.72727272727273,2.94690153383817,2.85714285714286,1.89521416591737
"3197","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Chlorobi","Chlorobia",0,0,85.8571428571429,23.3578054369397,26.1818181818182,9.62187124919515,0,0
"3198","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Chlorobi","Ignavibacteria",0,0,3.61904761904762,1.02927665417953,1.33333333333333,0.878689910944674,5.14285714285714,3.85714285714286
"3199","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Anaerolineae",17,0.002,202,44.1052852895908,4.18181818181818,0.96083784604437,8,2.8784916685157
"3200","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Ardenticatenia",0,0,7.76190476190476,3.34586081307918,0.363636363636364,0.363636363636364,0,0
"3201","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Caldilineae",11,0.0013,19.8571428571429,5.59093045935652,1.24242424242424,0.559068325075609,2.85714285714286,1.85714285714286
"3202","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Chloroflexia",0,0,177.714285714286,54.1533159894485,2.24242424242424,0.756324724620677,1.71428571428571,1.71428571428571
"3203","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Dehalococcoidia",0,0,10.5714285714286,6.13094082292022,0,0,0,0
"3204","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","SL56_marine_group",0,0,6.19047619047619,2.24310482910996,21.2424242424242,9.78548615094236,0,0
"3205","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3206","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","Cyanobacteria",391,0.046,1182.80952380952,225.782191914998,1418.63636363636,196.404242697521,731,256.425520607929
"3207","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","Melainabacteria",19,0.0022,16.8571428571429,5.15765068070897,27.030303030303,6.82901076076288,49,25.2869249104863
"3208","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","ML635J-21",0,0,2.28571428571429,1.62882203585591,1.75757575757576,0.977037791821944,1.85714285714286,1.20373568188234
"3209","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","unclassified",13,0.0015,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3210","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Deferribacteres","Deferribacteres",0,0,0.285714285714286,0.285714285714286,0,0,0,0
"3211","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Deinococcus-Thermus","Deinococci",0,0,33.0952380952381,11.5465733448963,0.696969696969697,0.561526680612316,0.714285714285714,0.714285714285714
"3212","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Dictyoglomi","Dictyoglomia",0,0,0.19047619047619,0.19047619047619,0,0,0,0
"3213","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Elusimicrobia","Elusimicrobia",0,0,1.47619047619048,0.653266691034001,0,0,0,0
"3214","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Fibrobacteres","Fibrobacteria",0,0,3,1.42928553580352,0,0,0,0
"3215","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","Bacilli",0,0,0.428571428571429,0.428571428571429,0.515151515151515,0.359189987609991,1.14285714285714,1.14285714285714
"3216","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","Clostridia",43,0.0051,97.4285714285714,26.380690217023,4.78787878787879,1.84881082570333,14.1428571428571,7.66385633200095
"3217","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","Negativicutes",0,0,1.71428571428571,0.658797089734143,0,0,0,0
"3218","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3219","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Fusobacteria","Fusobacteriia",0,0,6.85714285714286,4.66715255002127,6,3.03733086572385,0.857142857142857,0.857142857142857
"3220","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Gemmatimonadetes","Gemmatimonadetes",0,0,2.71428571428571,1.92371522635468,5.63636363636364,2.16279586424915,0,0
"3221","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","BS5",0,0,0.571428571428571,0.399829895803492,0,0,0,0
"3222","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","Lentisphaeria",0,0,53.5238095238095,21.3033217896735,0.424242424242424,0.322837511403978,0,0
"3223","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","MSBL3",0,0,0.857142857142857,0.474520882603928,0,0,0,0
"3224","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","Oligosphaeria",0,0,15.1904761904762,4.10784328051029,0,0,0,0
"3225","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","PBS-III-20",0,0,1.71428571428571,0.72092155686764,0,0,0,0
"3226","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","RFP12_gut_group",0,0,41.8571428571429,12.9551030052853,0.272727272727273,0.200721837871087,0.857142857142857,0.857142857142857
"3227","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3228","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","WCHB1-41",0,0,91.0952380952381,24.039145135928,0.242424242424242,0.137828828777729,0,0
"3229","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","NPL-UPA2","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3230","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","OM190",0,0,11.2857142857143,7.3173449703404,20.2727272727273,6.52838683831954,0,0
"3231","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","Phycisphaerae",193,0.0227,114.857142857143,41.3323513159622,161.939393939394,36.4417587275256,57.5714285714286,24.1284826184613
"3232","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","Planctomycetacia",991,0.1166,748.190476190476,148.362757152024,789.757575757576,104.209097694206,641,257.74923213594
"3233","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","unclassified",15,0.0018,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3234","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","vadinHA49",0,0,15.3333333333333,5.19813763963931,23.6060606060606,5.98450325049525,0,0
"3235","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","Alphaproteobacteria",439,0.0516,268.666666666667,71.8904700397743,415.151515151515,56.84555300316,356.571428571429,57.8906428588614
"3236","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","Betaproteobacteria",219,0.0258,555.190476190476,84.7348137552182,725.69696969697,101.486615448754,846.285714285714,298.277572412144
"3237","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","Deltaproteobacteria",391,0.046,391.333333333333,47.8509756746492,204.30303030303,17.4982404336449,284.714285714286,47.3154129150294
"3238","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","Epsilonproteobacteria",0,0,4.95238095238095,1.44168583605674,2.78787878787879,1.92902352817899,0,0
"3239","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","Gammaproteobacteria",712,0.0838,487.428571428571,96.7760441487894,152.393939393939,33.6940596833191,302.714285714286,123.701005555776
"3240","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","SPOTSOCT00m83",0,0,0,0,0,0,0,0
"3241","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","TA18",0,0,3.33333333333333,1.1026663211838,11.030303030303,2.72282887114198,0,0
"3242","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","unclassified",95,0.0112,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3243","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Spirochaetae","Spirochaetes",0,0,48.5714285714286,11.9078948258571,3.96969696969697,1.18104092544879,4.28571428571429,2.77500995892066
"3244","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Tenericutes","Mollicutes",0,0,1.38095238095238,0.718716416941939,0,0,0,0
"3245","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Thermotogae","Thermotogae",0,0,0.666666666666667,0.421637021355784,0,0,0,0
"3246","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","TM6","unclassified",7,8e-04,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3247","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","unclassified","unclassified",287,0.0338,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3248","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","OPB35_soil_group",155,0.0182,142.666666666667,26.2707816452798,232.212121212121,30.8129669912291,69.2857142857143,24.9205540388941
"3249","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","Opitutae",189,0.0222,53.3809523809524,11.1550706365773,241.545454545455,60.8470837133443,160,92.5922962958222
"3250","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","S-BQ2-57_soil_group",0,0,0.285714285714286,0.285714285714286,0,0,0,0
"3251","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","Spartobacteria",176,0.0207,263.952380952381,50.20199560587,324.818181818182,47.5780748808355,176,29.2566638725672
"3252","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3253","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","Verrucomicrobia_Incertae_Sedis",31,0.0036,2.38095238095238,1.54068041628519,67.6969696969697,24.3592309072938,187.142857142857,82.9329702290977
"3254","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","Verrucomicrobiae",982,0.1155,476.428571428571,69.7504248639926,343.151515151515,47.9403259352764,553.285714285714,167.992022810285
"3255","GULH13um","Gull","Bottom","Particle","Particle Bottom","Oligotrophic","WCHB1-60","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,38.8633540372671,10.3972325842532
"3256","GULH2","Gull","Bottom","Free","Free Bottom","Oligotrophic","Acidobacteria","Acidobacteria",0,0,21.7,7.71058738973477,22.8181818181818,6.46178371352141,0,0
"3257","GULH2","Gull","Bottom","Free","Free Bottom","Oligotrophic","Acidobacteria","Holophagae",0,0,7.8,2.13812510096309,0.0606060606060606,0.0606060606060606,0,0
"3258","GULH2","Gull","Bottom","Free","Free Bottom","Oligotrophic","Actinobacteria","Acidimicrobiia",77,0.0091,62.4,18.618807695446,38.4242424242424,12.8265697177942,17.1428571428571,11.0290278711368
"3259","GULH2","Gull","Bottom","Free","Free Bottom","Oligotrophic","Actinobacteria","Actinobacteria",1941,0.2284,1049.65,107.35156888516,848.242424242424,144.857878562523,1004.85714285714,412.110331307125
"3260","GULH2","Gull","Bottom","Free","Free Bottom","Oligotrophic","Actinobacteria","OPB41",0,0,1.95,0.83815273071201,0,0,0,0
